income,expenses,savings,debt,transaction_count,food_expense,shopping_expense,entertainment_expense,risk_level
52082,16623,35459,0,69,4462,1826,1666,Low
54241,28822,25419,0,21,9047,8008,5416,Low
36745,11401,25344,0,30,3592,2657,1688,Medium
51029,17867,33162,0,20,2917,3990,1638,Low
169097,150878,18219,66538,53,27787,33974,18247,Medium
148395,78747,69648,0,67,16712,12540,13937,Low
170360,98144,72216,0,53,21016,17963,9845,Low
114186,50238,63948,7530,87,14154,13054,6471,Low
162612,111895,50717,0,43,30729,18046,17002,Low
122768,84295,38473,0,34,20982,16353,13755,Low
66846,36225,30621,25599,13,6964,3764,2756,Medium
100932,52128,48804,0,73,11801,12860,7025,Low
173554,151899,21655,104456,99,39299,27879,28379,High
48411,26584,21827,0,25,6475,5451,5190,Low
103797,64434,39363,46013,19,11305,7921,9563,Medium
77307,37428,39879,32601,75,10476,11166,7393,Medium
159165,129146,30019,97276,44,21258,20727,17513,High
47042,26265,20777,191,92,5926,5962,3057,Low
77930,49395,28535,57216,15,14423,10681,6556,High
122883,57101,65782,19410,28,8793,14676,3846,Low
58756,55346,3410,0,68,14611,8787,6102,High
78268,38310,39958,46100,62,8309,9622,4549,High
195286,156420,38866,120960,17,23739,27608,27732,High
184674,106717,77957,96946,87,20070,19447,17479,High
73901,32076,41825,0,19,10847,7523,4497,Low
124986,102465,22521,57156,76,26049,26318,10460,Medium
188268,97305,90963,6988,47,34002,22708,7595,Low
153386,132276,21110,0,38,33725,37034,13513,Medium
30626,27407,3219,15339,24,7092,4303,4165,High
163496,140424,23072,0,96,32068,39336,12561,Medium
37857,12218,25639,15314,32,2590,1541,1393,Medium
176054,142919,33135,0,91,28627,33143,15437,Medium
158052,89674,68378,38715,55,19610,18789,14781,Low
51431,44637,6794,26975,92,10800,8879,8149,Low
109976,78596,31380,21050,37,14807,12746,12174,Low
107711,90678,17033,24172,35,17679,18203,9180,Medium
51385,32096,19289,33727,19,6557,4248,3690,High
194230,125815,68415,0,56,30176,21874,8996,Low
179091,70535,108556,72858,13,19789,8445,5305,Medium
43639,35329,8310,0,64,11348,7573,2637,Medium
110530,63289,47241,64631,75,13127,7541,4404,High
46563,29104,17459,0,76,5435,3843,2239,Low
195413,158345,37068,115225,16,35749,18541,12731,High
140672,96958,43714,7889,64,31887,17090,6474,Low
161848,69710,92138,111939,89,10593,18709,10180,High
192516,131613,60903,76939,40,37585,37033,26133,Medium
164783,93096,71687,0,83,22848,10648,16932,Low
107970,65342,42628,52777,28,11905,14826,3714,Medium
110553,35200,75353,55205,37,7539,8338,3993,Medium
186779,81532,105247,0,90,15897,16857,14585,Low
195182,94209,100973,118082,37,30671,21988,6613,High
107879,82357,25522,23813,28,20290,12084,14589,Medium
194899,59925,134974,141100,96,15737,11860,8323,High
161727,91489,70238,105814,29,24586,16301,17354,High
69859,62916,6943,19351,22,17485,7420,11413,High
77098,28736,48362,49820,86,7158,6468,4355,High
171323,108905,62418,0,52,16725,21676,16191,Low
147413,119587,27826,11904,20,25943,18540,9803,Medium
25526,23296,2230,19642,57,4351,4536,1572,High
93760,73639,20121,0,24,21062,18782,8270,High
72837,55965,16872,26576,26,9029,14569,4364,Medium
36536,30588,5948,11626,63,8037,7032,1999,Medium
53541,31590,21951,13908,59,6069,6114,3012,Medium
104083,85743,18340,81721,37,29132,18447,15354,High
59531,18167,41364,0,92,3944,3215,955,Low
33712,30373,3339,8490,13,6531,3806,2851,High
129101,75930,53171,0,31,25412,13449,8626,Low
90455,59672,30783,34589,95,13931,12296,7553,Medium
99744,46448,53296,37612,48,15911,10207,3587,Medium
154749,121113,33636,21761,43,18752,34778,23572,Medium
30109,10532,19577,0,53,2225,2690,1441,Low
74268,64406,9862,15136,51,18242,8398,8264,Medium
79615,66739,12876,58247,49,21901,8998,3425,High
107503,47348,60155,0,21,9530,5686,5817,Low
185831,153507,32324,112602,11,51593,38013,26963,High
110708,89798,20910,67093,37,24139,21661,7448,High
127471,90624,36847,82577,83,28111,26940,9305,High
182661,99146,83515,0,95,22748,20265,5263,Medium
186087,88665,97422,0,90,17062,23521,17426,Low
185081,83408,101673,33249,99,27712,17956,5004,Low
108309,54923,53386,40334,76,18488,15093,10146,Medium
151446,134380,17066,0,80,33529,32816,13027,Medium
131661,46142,85519,0,81,6981,10546,6373,Low
182215,152835,29380,92702,93,26280,32557,23215,High
31154,16411,14743,21807,85,4342,4014,1167,High
177876,113669,64207,0,90,17590,20907,13249,Low
197760,161454,36306,144773,19,37034,19263,15954,High
89288,78113,11175,20954,95,16456,8435,4568,Medium
76195,39934,36261,0,66,11695,7819,6987,Low
45581,27357,18224,15993,95,4407,6014,1553,Medium
55087,31368,23719,33506,46,7771,3631,4642,High
189053,58344,130709,63572,86,15509,9182,5665,Medium
94298,46428,47870,71180,73,12696,7633,3659,High
71167,42591,28576,51384,88,9839,9053,6391,High
199480,113147,86333,139182,95,23859,17616,15408,High
64499,49616,14883,0,49,14214,5910,4827,Medium
150816,82967,67849,103068,69,26509,11032,10532,High
194631,120300,74331,121704,57,34733,16215,10458,High
121347,70289,51058,0,28,23646,18875,12620,Low
73787,57657,16130,0,81,16919,9044,5596,Medium
60488,52076,8412,0,42,15775,12651,4518,Medium
99441,64211,35230,901,53,11787,13713,10451,Low
47431,38567,8864,0,46,9021,11392,2030,Medium
86681,42726,43955,0,98,10553,6603,3853,Low
147720,96297,51423,51842,45,19380,12679,10237,Medium
74153,38885,35268,32079,90,9943,4293,7090,Medium
31368,17855,13513,0,97,3716,2645,3438,Low
183496,142405,41091,37459,30,40941,33723,22424,Medium
137360,119926,17434,94335,11,29268,14037,14856,High
137755,52205,85550,60214,40,12621,7775,7626,Medium
81985,58415,23570,37350,39,20254,15834,6548,Medium
75069,50926,24143,0,85,11636,11030,4829,Low
77326,29149,48177,34740,53,6484,3320,5614,Medium
133737,58540,75197,7825,21,12511,6412,3940,Low
179470,90121,89349,0,60,29645,10113,9188,Low
75861,30989,44872,0,58,7726,8936,5728,Low
100897,46253,54644,71645,33,12488,12487,7329,High
152118,72094,80024,0,33,13421,19392,3919,Low
93577,48490,45087,10692,69,12519,13812,2592,Low
34078,26822,7256,0,20,5496,5392,3419,Medium
181075,121635,59440,23840,22,36019,18180,14917,Low
87768,82594,5174,52919,81,26141,14889,9617,High
76047,43314,32733,58897,83,12689,10558,4130,High
96626,76335,20291,60260,81,22598,21007,15114,High
82660,71621,11039,1484,73,18083,13394,6503,Medium
157997,117128,40869,75824,29,34250,24254,14466,Medium
142832,81087,61745,79461,81,19017,23219,8979,High
155406,122745,32661,102624,82,34405,14913,9271,High
150150,64922,85228,6726,80,13101,17688,5219,Low
182087,93394,88693,69937,87,15312,12315,17534,Medium
58320,38219,20101,24978,37,8893,7520,6831,Medium
89881,60581,29300,12160,11,14682,8704,4837,Low
115827,36415,79412,0,52,7329,8032,6603,Low
127215,116315,10900,44802,17,34375,24625,9465,High
182361,137282,45079,121555,22,22611,24161,19766,High
159461,99217,60244,118563,94,19302,27052,6170,High
181755,164766,16989,91375,44,49382,38219,29996,High
169701,99345,70356,53618,32,23586,24264,5734,Medium
86550,81121,5429,17589,55,23610,10556,10808,High
49826,31539,18287,0,24,8310,8724,5265,Low
125734,47060,78674,0,11,16007,6278,3177,Low
182702,145635,37067,135196,70,39257,21052,16117,High
123511,91556,31955,77631,85,14005,11500,5153,High
36653,29411,7242,0,73,6487,5531,4482,Medium
184033,169022,15011,0,61,30189,46910,16245,High
106941,86057,20884,0,45,28822,12950,11523,Low
58662,40909,17753,15335,76,6987,7148,7769,Medium
123818,106143,17675,73782,78,24151,28575,10176,High
177360,130822,46538,11301,76,25539,29246,7495,Low
120081,67879,52202,4665,56,21676,16991,10273,Low
61877,54182,7695,22174,92,11471,7737,9103,Medium
136562,60665,75897,48685,11,21134,14759,11749,Medium
171385,131026,40359,122799,53,20665,19067,9652,High
97715,85306,12409,0,73,14984,25375,9283,Medium
166398,129017,37381,16411,90,25148,27348,22787,Medium
135091,101754,33337,15935,87,31769,24332,17403,Medium
157632,124405,33227,3749,37,40519,15386,17879,Medium
104148,62726,41422,0,63,10305,9417,5670,Low
108186,93928,14258,0,83,14698,12017,8698,Medium
182817,79019,103798,0,76,23619,14068,5420,Low
187962,71952,116010,114822,45,12711,11284,13546,High
176094,85507,90587,139832,72,15100,21084,6493,High
148629,95943,52686,0,34,14820,11680,13041,Low
95316,60226,35090,3847,95,9633,15081,8290,Low
53380,44486,8894,4465,57,9018,4855,4690,Medium
135198,76112,59086,0,48,12406,10686,7830,Low
27356,16819,10537,11544,56,3763,4345,2527,Medium
95326,29426,65900,0,30,9314,7313,3185,Low
117447,66513,50934,80485,39,14317,12987,5870,High
139994,100943,39051,103895,40,29835,11103,11090,High
45049,13968,31081,34231,35,2357,3100,2390,High
130361,62908,67453,0,31,17732,11408,12265,Low
41082,17877,23205,11207,30,3814,2919,2599,Medium
25661,8398,17263,19745,10,2518,1915,1405,High
193484,118319,75165,84731,46,20972,22163,15372,Medium
27920,11673,16247,0,86,3847,1383,1677,Low
104561,81871,22690,0,94,16252,23185,16227,Medium
33946,28893,5053,0,55,6374,7387,3344,Medium
41309,27042,14267,0,18,9195,3009,1620,Low
80230,75264,4966,41924,26,19997,15430,14567,High
136822,81109,55713,38206,56,18099,9463,13704,Medium
186099,117928,68171,143850,94,40086,31540,12942,High
137340,129510,7830,0,68,27950,28829,25559,High
84321,37987,46334,42525,63,6418,5108,3868,High
157028,143312,13716,0,95,50068,14925,15164,High
99131,32499,66632,29623,21,6615,3455,4597,Medium
50963,30075,20888,27314,73,9631,6059,2741,High
126757,43794,82963,7299,15,8019,10811,6778,Low
195515,151329,44186,40147,62,44834,18790,11036,Medium
124259,86417,37842,0,25,22026,12466,5721,Low
64063,48643,15420,24601,99,16839,8048,6334,Medium
139225,75656,63569,44818,14,19713,10865,10086,Medium
141400,76379,65021,17132,82,11838,13615,5040,Low
105818,34862,70956,37404,55,9439,7388,6785,Medium
29703,15667,14036,18313,23,2805,3712,2130,High
97099,87781,9318,0,53,27186,25698,6377,High
181921,99419,82502,785,72,31944,28450,9615,Low
187932,157935,29997,0,61,38918,33802,26854,Medium
56585,47956,8629,44028,35,14705,11836,6161,High
178087,96631,81456,86454,62,17299,28039,7558,Medium
68585,48749,19836,0,38,12110,5688,3189,Low
51958,18808,33150,13331,28,4303,1901,2155,Medium
51017,18743,32274,35411,56,5103,1986,1885,High
149677,49637,100040,27848,17,7887,10556,7365,Low
168273,114031,54242,81807,32,34257,28800,21527,Medium
54426,31400,23026,17532,44,5206,5445,2736,Medium
42778,28071,14707,7112,62,7896,5868,5004,Low
67229,42938,24291,43747,67,6599,8728,8075,High
111652,58911,52741,66350,14,18638,7007,10916,High
153267,113472,39795,81120,25,20985,18645,21878,High
151503,120145,31358,28644,26,30408,12481,21183,Medium
109878,34008,75870,8601,41,6879,4153,4727,Low
82056,35670,46386,0,61,10505,9358,3976,Low
183562,140168,43394,0,29,30033,37268,17346,Medium
44975,24794,20181,0,75,7312,6456,4485,Low
182795,133552,49243,8225,93,27641,32768,12715,Low
179351,94253,85098,11580,91,28322,24379,6964,Low
167633,92867,74766,133136,10,14498,21749,6604,High
113397,45715,67682,71084,67,9447,10695,7956,High
58142,27201,30941,0,92,6792,6350,4467,Low
51916,36004,15912,8101,53,5725,7301,4487,Low
89324,51946,37378,68641,15,9724,8969,4739,High
150932,121243,29689,17224,59,40847,29830,18385,Medium
160720,137283,23437,65455,81,47412,21928,7655,Medium
191205,124679,66526,126913,97,37148,26005,16860,High
121059,95984,25075,33877,29,19239,17917,10535,Medium
123317,61595,61722,41910,23,12448,9567,12114,Medium
60046,34210,25836,6157,14,9549,10089,4315,Low
126459,96526,29933,12435,50,16749,14647,12822,Medium
70893,39064,31829,0,49,13268,6322,6127,Low
126520,86353,40167,68374,43,16835,11426,10593,High
150818,63417,87401,93788,89,22191,16779,5307,High
86272,59514,26758,38420,54,14827,12933,7772,Medium
92649,79676,12973,0,80,24244,17736,15269,Medium
89674,77533,12141,969,89,11663,20477,8643,Medium
169832,130910,38922,22033,80,42905,22069,19891,Medium
177999,139682,38317,0,36,28495,19377,27476,Medium
111475,73869,37606,6777,87,20948,10318,12889,Low
86367,58732,27635,0,87,18281,14478,8742,Low
168660,65249,103411,0,53,11929,14538,10465,Low
146750,86363,60387,0,42,20597,12200,16449,Low
143154,84890,58264,0,42,21117,10951,16465,Low
69738,64369,5369,13066,53,13673,7990,12574,High
58397,33882,24515,0,29,8346,7642,4873,Low
107189,70430,36759,0,45,15037,7044,7585,Low
101367,65545,35822,0,16,14560,6794,4586,Low
145585,103932,41653,0,41,29502,18490,11207,Low
101619,79908,21711,0,76,22096,19039,15297,Medium
136453,60895,75558,16827,48,11963,14554,11172,Low
44816,28846,15970,0,33,9504,5366,3708,Low
198312,165956,32356,81652,95,53530,39533,21665,Medium
162348,97575,64773,13728,79,24571,19926,9400,Low
104530,50278,54252,0,97,11898,14851,5941,Low
179571,130289,49282,74581,96,29363,17262,20477,Medium
133856,111829,22027,0,63,32592,24617,12341,Medium
96635,32956,63679,0,47,9370,6533,2577,Low
132803,106894,25909,0,83,20228,14846,14016,Medium
60946,50833,10113,12824,89,14451,12708,4259,Medium
80204,48121,32083,10497,84,9647,7463,9438,Low
40563,38094,2469,11771,41,5855,6717,4135,High
117324,95192,22132,23557,54,27590,16655,17748,Medium
34847,27977,6870,19052,70,7804,4164,2345,High
51155,40212,10943,0,79,9335,7485,3151,Medium
104671,41648,63023,42022,97,10625,8107,5936,Medium
141891,62602,79289,0,62,21249,15578,10448,Low
108310,65158,43152,0,60,17530,16485,8797,Low
174381,82238,92143,0,85,23156,10831,6946,Low
156691,89299,67392,0,65,14536,19516,4972,Low
59707,52392,7315,13512,36,9598,14629,7478,High
176409,147444,28965,126290,47,30991,17952,10270,High
106537,75590,30947,0,71,19492,14708,7670,Low
116155,99635,16520,32393,27,30420,24915,15081,Medium
25281,20463,4818,14598,73,4384,4548,1324,High
183492,106212,77280,11756,86,23502,12757,7337,Low
195102,84028,111074,0,39,16908,15068,4978,Low
157130,99656,57474,74075,58,20023,20075,19872,Medium
101260,78835,22425,45363,50,26785,23584,8519,Medium
184476,107673,76803,109051,22,29835,14613,20013,High
185928,136359,49569,120869,43,24705,40428,12822,High
165272,59714,105558,0,34,17582,10463,9732,Low
89178,70112,19066,0,75,20641,9820,5809,Medium
58997,48865,10132,32549,27,13843,8933,6095,High
181683,137978,43705,43806,14,24414,30741,23965,Medium
144273,133989,10284,0,28,31031,19120,23106,High
197307,165209,32098,23762,51,28308,26150,27943,Medium
191129,169533,21596,71717,27,53118,45928,29424,Medium
157311,142652,14659,63481,41,40090,42767,11657,High
151945,124728,27217,71119,30,31361,20409,15258,Medium
70272,51879,18393,28849,19,11340,6732,6367,Medium
114393,34743,79650,45362,46,6491,8985,6377,Medium
86212,51967,34245,22948,58,8901,11437,4912,Medium
171470,115100,56370,0,95,39576,13821,21837,Low
145030,72169,72861,0,22,13707,20882,8488,Low
81503,41303,40200,0,64,6690,4775,6214,Low
162710,150466,12244,0,26,51509,33865,13591,High
31570,27769,3801,0,18,7214,5131,3097,Medium
93785,79901,13884,0,97,24715,16885,12502,Medium
34110,19234,14876,18771,53,3053,2743,2441,High
104141,32169,71972,0,87,8472,7644,6099,Low
37115,13069,24046,8873,55,3001,3815,2098,Low
64062,32218,31844,0,17,9806,6175,4338,Low
47911,14863,33048,4453,46,2343,3040,2719,Low
129061,40156,88905,63627,28,9249,5941,6016,Medium
57556,51558,5998,0,72,15973,14352,7584,Medium
153335,116381,36954,23063,55,29623,34243,10119,Medium
26969,13506,13463,14091,80,3511,3474,1475,High
68753,26553,42200,8166,35,4498,5537,4049,High
160542,101552,58990,71190,55,17920,29588,18662,Medium
146863,44569,102294,61934,55,12719,5828,4337,Medium
35225,32053,3172,20690,84,9135,6272,2638,High
148008,84309,63699,6525,23,29155,17495,11723,Low
179268,100662,78606,0,94,29432,19969,6047,Low
130823,72461,58362,73573,72,18017,18874,11389,High
38669,13343,25326,6685,81,4289,3123,2074,Low
193452,138300,55152,28384,12,23634,17333,14278,Low
149398,116000,33398,0,37,27823,19637,21332,Medium
135677,100330,35347,88739,38,20810,16836,12574,High
73320,28593,44727,49444,96,4887,6093,4199,High
171649,116076,55573,0,27,35136,18373,9452,Low
150354,100761,49593,103541,44,25407,12439,11345,High
113009,97692,15317,492,86,25532,22541,17522,Medium
53625,29302,24323,1508,85,6805,7917,2401,Low
49089,26580,22509,35808,56,6434,7610,2886,High
61487,43166,18321,38138,14,7476,12713,4217,High
135448,96370,39078,48837,84,27425,24692,7002,Medium
75138,45461,29677,45299,68,10751,5816,4248,High
198895,116947,81948,0,84,36645,31648,9930,Medium
193280,120064,73216,0,68,22723,21610,22636,Low
79061,67967,11094,53278,56,12982,16718,10953,High
186731,111993,74738,0,22,31263,23098,10909,Low
126376,115122,11254,0,87,36747,30590,18937,High
187962,117965,69997,125344,98,28835,21835,6290,High
104134,95488,8646,0,42,28206,10728,12315,High
72055,60622,11433,51453,71,21209,12813,5307,High
44508,23837,20671,0,88,8296,3200,1600,Low
198359,170859,27500,107427,25,51064,50079,31192,High
183056,68012,115044,72818,53,20261,13969,5434,Medium
135169,121825,13344,0,67,24306,25669,21119,High
33125,23537,9588,7704,15,7454,6624,2635,Low
61059,20476,40583,0,98,4730,4605,1067,Low
128409,92296,36113,98691,24,31602,14817,14756,High
173159,161602,11557,44396,13,26872,25730,22536,High
30704,10604,20100,24472,65,2514,2124,1077,High
136279,90018,46261,92184,73,23509,24603,8302,High
183280,144070,39210,89581,77,33284,37306,8796,Medium
143516,118640,24876,4606,43,22792,34707,22685,Medium
195954,111495,84459,141313,65,29947,12752,13836,High
181995,78750,103245,0,41,23718,12101,4947,Low
139044,45540,93504,96605,18,12704,5284,8210,High
54165,36660,17505,0,72,7217,9172,3366,Low
92203,54804,37399,61444,81,16239,7024,4413,High
29114,26688,2426,0,87,5374,3201,2459,High
61321,20811,40510,14295,42,3850,4418,2802,Low
98297,73281,25016,0,96,21114,13358,4478,Low
121652,38469,83183,0,30,12254,9348,4703,Low
124304,51142,73162,1993,64,12596,10095,9428,Low
181498,107959,73539,84588,85,27667,19979,8445,Medium
42772,25477,17295,23912,66,5364,4715,2539,High
128754,96012,32742,0,11,23899,26343,10505,Low
28712,25600,3112,0,22,4515,4583,3531,Medium
157439,112627,44812,68540,13,38424,18772,21161,Medium
140142,128902,11240,897,93,39968,21617,14073,High
116736,101916,14820,0,59,28902,14198,6152,Medium
76924,52302,24622,3336,57,13475,14233,5344,Low
28726,24186,4540,16672,87,7459,3127,1898,High
114152,81924,32228,7402,39,20395,23079,12105,Low
52723,18509,34214,30218,38,3886,2900,1006,High
151969,118743,33226,30348,17,21620,33234,11136,Low
125494,45389,80105,0,21,12687,11717,5981,Low
165180,113338,51842,0,50,38068,24526,10381,Low
